"","n","mean","var","std","mae","rmse","mape","mpe","skew","kurtosis"
"1",137,-3.15069986721447,1068.98032072422,32.6952644999887,19.3253889640351,32.7277321902054,2.33382432314216,-2.29970890076383,0.542794311452487,6.37143322314054
