"","n","mean","var","std","mae","rmse","mape","mpe","skew","kurtosis","AIC"
"1",143,1.96161978727338e-08,940621.371167472,969.856366256092,707.843199465724,966.45931075298,0.0973639346471662,-0.0196508518042212,-1.34422052301561,1.66202643719387,2425.67723117633
